"city","state_id","state_name","county_fips","county_name","lat","lng"
"Red Lick","TX","Texas",48037,"Bowie",33.4766,-94.1686
"Ben Bolt","TX","Texas",48249,"Jim Wells",27.6659,-98.0967
"Lake Bryan","TX","Texas",48041,"Brazos",30.718,-96.4669
"Ivanhoe","TX","Texas",48457,"Tyler",30.6799,-94.4154
"Taft Southwest","TX","Texas",48409,"San Patricio",27.9711,-97.4055
"Emory","TX","Texas",48379,"Rains",32.8766,-95.7677
"Point Venture","TX","Texas",48453,"Travis",30.3817,-98.001
"Southmayd","TX","Texas",48181,"Grayson",33.6231,-96.7287
"Deerwood","TX","Texas",48339,"Montgomery",30.3153,-95.3013
"Laguna Heights","TX","Texas",48061,"Cameron",26.081,-97.2592
"Laguna Park","TX","Texas",48035,"Bosque",31.8643,-97.3861
"Palmer","TX","Texas",48061,"Cameron",26.0703,-97.6342
"Itasca","TX","Texas",48217,"Hill",32.1586,-97.1478
"Brackettville","TX","Texas",48271,"Kinney",29.3181,-100.4109
"Rosanky","TX","Texas",48021,"Bastrop",29.9537,-97.3065
"Arp","TX","Texas",48423,"Smith",32.2279,-95.0534
"Southside Place","TX","Texas",48201,"Harris",29.7089,-95.4366
"Eustace","TX","Texas",48213,"Henderson",32.3076,-96.0138
"Thorndale","TX","Texas",48331,"Milam",30.6141,-97.2068
"Carter","TX","Texas",48367,"Parker",32.9139,-97.7343
"Danbury","TX","Texas",48039,"Brazoria",29.2274,-95.3461
"Stinnett","TX","Texas",48233,"Hutchinson",35.8231,-101.4436
"Shoreacres","TX","Texas",48201,"Harris",29.6203,-95.0191
"New Fairview","TX","Texas",48497,"Wise",33.1124,-97.4456
"Westwood Shores","TX","Texas",48455,"Trinity",30.9376,-95.3254
"Quail Creek","TX","Texas",48469,"Victoria",28.7773,-97.0848
"Rockwell Place","TX","Texas",48381,"Randall",35.0422,-101.9084
"Rosebud","TX","Texas",48145,"Falls",31.0756,-96.9749
"Brookside Village","TX","Texas",48039,"Brazoria",29.5908,-95.3179
"Wortham","TX","Texas",48161,"Freestone",31.7897,-96.461
"Woodsboro","TX","Texas",48391,"Refugio",28.2379,-97.3254
"Booker","TX","Texas",48295,"Lipscomb",36.4561,-100.5402
"West Sharyland","TX","Texas",48215,"Hidalgo",26.2719,-98.3404
"Hubbard","TX","Texas",48217,"Hill",31.847,-96.8003
"Charlotte","TX","Texas",48013,"Atascosa",28.8593,-98.7006
"China Grove","TX","Texas",48029,"Bexar",29.393,-98.3443
"Kempner","TX","Texas",48281,"Lampasas",31.0755,-97.9725
"Wheeler","TX","Texas",48483,"Wheeler",35.4411,-100.2752
"Sundown","TX","Texas",48219,"Hockley",33.4576,-102.4908
"Hamshire","TX","Texas",48245,"Jefferson",29.857,-94.3185
"Riesel","TX","Texas",48309,"McLennan",31.4763,-96.9303
"Lake Dunlap","TX","Texas",48187,"Guadalupe",29.6683,-98.0773
"Hemphill","TX","Texas",48403,"Sabine",31.3431,-93.8511
"Elkhart","TX","Texas",48001,"Anderson",31.6276,-95.5789
"Roscoe","TX","Texas",48353,"Nolan",32.4419,-100.5322
"Bovina","TX","Texas",48369,"Parmer",34.5156,-102.8848
"Pinewood Estates","TX","Texas",48199,"Hardin",30.1692,-94.3207
"Rogers","TX","Texas",48027,"Bell",30.93,-97.229
"Tolar","TX","Texas",48221,"Hood",32.3895,-97.919
"Blossom","TX","Texas",48277,"Lamar",33.6633,-95.3837
"La Grulla","TX","Texas",48427,"Starr",26.2721,-98.6483
"Frankston","TX","Texas",48001,"Anderson",32.0561,-95.5043
"Fulton","TX","Texas",48007,"Aransas",28.0706,-97.0429
"Rollingwood","TX","Texas",48453,"Travis",30.2736,-97.7867
"Fifth Street","TX","Texas",48157,"Fort Bend",29.5982,-95.552
"Mikes","TX","Texas",48427,"Starr",26.3147,-98.6336
"Aurora","TX","Texas",48497,"Wise",33.056,-97.5096
"Bigfoot","TX","Texas",48163,"Frio",29.0619,-98.8521
"Lakeport","TX","Texas",48183,"Gregg",32.405,-94.7102
"Gorman","TX","Texas",48133,"Eastland",32.2136,-98.6721
"Iraan","TX","Texas",48371,"Pecos",30.9129,-101.9001
"Holland","TX","Texas",48027,"Bell",30.8835,-97.4025
"Moody","TX","Texas",48309,"McLennan",31.3086,-97.3596
"McDade","TX","Texas",48021,"Bastrop",30.2817,-97.2453
"Westlake","TX","Texas",48439,"Tarrant",32.9809,-97.2041
"Tenaha","TX","Texas",48419,"Shelby",31.944,-94.2457
"Stratford","TX","Texas",48421,"Sherman",36.3376,-102.076
"Cross Roads","TX","Texas",48121,"Denton",33.2291,-96.9985
"Encantada-Ranchito-El Calaboz","TX","Texas",48061,"Cameron",26.0338,-97.6337
"Tornillo","TX","Texas",48141,"El Paso",31.4366,-106.1033
"Franklin","TX","Texas",48395,"Robertson",31.025,-96.4876
"Kemp","TX","Texas",48257,"Kaufman",32.4351,-96.224
"Stockdale","TX","Texas",48493,"Wilson",29.2361,-97.9636
"Gholson","TX","Texas",48309,"McLennan",31.7123,-97.236
"Buchanan Dam","TX","Texas",48299,"Llano",30.7807,-98.4392
"Hughes Springs","TX","Texas",48067,"Cass",32.9987,-94.6311
"China Spring","TX","Texas",48309,"McLennan",31.6492,-97.3048
"Seven Points","TX","Texas",48213,"Henderson",32.3291,-96.2142
"Fort Clark Springs","TX","Texas",48271,"Kinney",29.2937,-100.4244
"Menard","TX","Texas",48327,"Menard",30.9185,-99.7837
"Sebastian","TX","Texas",48489,"Willacy",26.3454,-97.7964
"Patton Village","TX","Texas",48339,"Montgomery",30.1954,-95.1643
"Lamar","TX","Texas",48007,"Aransas",28.1439,-96.9888
"Bloomington","TX","Texas",48469,"Victoria",28.6504,-96.9022
"Sargent","TX","Texas",48321,"Matagorda",28.7966,-95.6465
"Redland","TX","Texas",48005,"Angelina",31.4033,-94.7182
"Seadrift","TX","Texas",48057,"Calhoun",28.4142,-96.7162
"Big Sandy","TX","Texas",48459,"Upshur",32.586,-95.1127
"Claude","TX","Texas",48011,"Armstrong",35.1075,-101.3629
"Lexington","TX","Texas",48287,"Lee",30.4148,-97.0094
"Mustang Ridge","TX","Texas",48453,"Travis",30.0574,-97.6851
"Valley Mills","TX","Texas",48035,"Bosque",31.6582,-97.4715
"Emerald Bay","TX","Texas",48423,"Smith",32.1602,-95.438
"Encinal","TX","Texas",48283,"La Salle",28.041,-99.3546
"Chico","TX","Texas",48497,"Wise",33.296,-97.7986
"Cross Plains","TX","Texas",48059,"Callahan",32.1271,-99.1658
"Queen City","TX","Texas",48067,"Cass",33.1507,-94.1524
"Wolfe City","TX","Texas",48231,"Hunt",33.3686,-96.072
"Gardendale","TX","Texas",48135,"Ector",32.0105,-102.3587
"Skidmore","TX","Texas",48025,"Bee",28.2626,-97.6854
"Munday","TX","Texas",48275,"Knox",33.4471,-99.624
"Somerville","TX","Texas",48051,"Burleson",30.346,-96.5311
"Powderly","TX","Texas",48277,"Lamar",33.809,-95.505
"Tatum","TX","Texas",48401,"Rusk",32.3159,-94.5189
"Lindsay","TX","Texas",48097,"Cooke",33.6418,-97.2186
"Rio Vista","TX","Texas",48251,"Johnson",32.2351,-97.3745
"Benavides","TX","Texas",48131,"Duval",27.5969,-98.4137
"Granger","TX","Texas",48491,"Williamson",30.718,-97.4411
"New Deal","TX","Texas",48303,"Lubbock",33.7322,-101.8435
"Berryville","TX","Texas",48213,"Henderson",32.0877,-95.4664
"Sterling City","TX","Texas",48431,"Sterling",31.8392,-100.986
"Cresson","TX","Texas",48221,"Hood",32.5299,-97.6154
"New Waverly","TX","Texas",48471,"Walker",30.5374,-95.4822
"Tye","TX","Texas",48441,"Taylor",32.4522,-99.8665
"Calvert","TX","Texas",48395,"Robertson",30.9791,-96.6716
"Harper","TX","Texas",48171,"Gillespie",30.2903,-99.2459
"Muenster","TX","Texas",48097,"Cooke",33.6586,-97.3874
"Western Lake","TX","Texas",48367,"Parker",32.6215,-97.816
"New London","TX","Texas",48401,"Rusk",32.2687,-94.9296
"Plains","TX","Texas",48501,"Yoakum",33.1883,-102.8214
"Nevada","TX","Texas",48085,"Collin",33.0463,-96.3811
"Oyster Creek","TX","Texas",48039,"Brazoria",28.9978,-95.3282
"Beaver Creek","TX","Texas",48051,"Burleson",30.4491,-96.5618
"César Chávez","TX","Texas",48215,"Hidalgo",26.3118,-98.1117
"Rotan","TX","Texas",48151,"Fisher",32.8541,-100.4655
"Evadale","TX","Texas",48241,"Jasper",30.3369,-94.06
"Porter Heights","TX","Texas",48339,"Montgomery",30.1501,-95.3217
"Von Ormy","TX","Texas",48029,"Bexar",29.2803,-98.6556
"Miles","TX","Texas",48399,"Runnels",31.6006,-100.1853
"Alvord","TX","Texas",48497,"Wise",33.3569,-97.696
"Alto","TX","Texas",48073,"Cherokee",31.6509,-95.0708
"Clear Lake Shores","TX","Texas",48167,"Galveston",29.5454,-95.0325
"Orange Grove","TX","Texas",48249,"Jim Wells",27.9562,-97.9386
"Bevil Oaks","TX","Texas",48245,"Jefferson",30.1517,-94.2711
"Boling","TX","Texas",48481,"Wharton",29.2584,-95.9436
"Fabrica","TX","Texas",48323,"Maverick",28.7446,-100.4934
"Indian Lake","TX","Texas",48061,"Cameron",26.0877,-97.5027
"San Felipe","TX","Texas",48015,"Austin",29.7965,-96.1051
"Santa Anna","TX","Texas",48083,"Coleman",31.7369,-99.3254
"Southwest Sandhill","TX","Texas",48475,"Ward",31.557,-102.9066
"Daisetta","TX","Texas",48291,"Liberty",30.1135,-94.6426
"Timpson","TX","Texas",48419,"Shelby",31.9065,-94.3971
"Las Palmas II","TX","Texas",48061,"Cameron",26.2032,-97.7395
"Maud","TX","Texas",48037,"Bowie",33.3299,-94.3461
"Garrison","TX","Texas",48347,"Nacogdoches",31.8252,-94.4932
"Seis Lagos","TX","Texas",48085,"Collin",33.071,-96.5665
"Pineland","TX","Texas",48403,"Sabine",31.2467,-93.9744
"Vega","TX","Texas",48359,"Oldham",35.2453,-102.4294
"Rice","TX","Texas",48349,"Navarro",32.2389,-96.4978
"Paducah","TX","Texas",48101,"Cottle",34.0144,-100.3038
"Bronte","TX","Texas",48081,"Coke",31.8857,-100.2955
"Ransom Canyon","TX","Texas",48303,"Lubbock",33.5303,-101.6838
"Blue Ridge","TX","Texas",48085,"Collin",33.2978,-96.3978
"Point","TX","Texas",48379,"Rains",32.9302,-95.869
"Garrett","TX","Texas",48139,"Ellis",32.3681,-96.6543
"Sam Rayburn","TX","Texas",48241,"Jasper",31.0789,-94.0269
"Runge","TX","Texas",48255,"Karnes",28.8859,-97.7134
"Newark","TX","Texas",48497,"Wise",33.005,-97.4856
"Amherst","TX","Texas",48279,"Lamb",34.012,-102.4147
"Hargill","TX","Texas",48215,"Hidalgo",26.4423,-98.0146
"Florence","TX","Texas",48491,"Williamson",30.8408,-97.7921
"Hart","TX","Texas",48069,"Castro",34.3857,-102.115
"Robert Lee","TX","Texas",48081,"Coke",31.8955,-100.4857
"Batesville","TX","Texas",48507,"Zavala",28.9552,-99.6237
"Ore City","TX","Texas",48459,"Upshur",32.8008,-94.7182
"Marion","TX","Texas",48187,"Guadalupe",29.5726,-98.143
"Port O'Connor","TX","Texas",48057,"Calhoun",28.4463,-96.4205
"Rankin","TX","Texas",48461,"Upton",31.2253,-101.9395
"Ames","TX","Texas",48291,"Liberty",30.0451,-94.7373
"Martindale","TX","Texas",48055,"Caldwell",29.8444,-97.839
"Aspermont","TX","Texas",48433,"Stonewall",33.1405,-100.2253
"Sudan","TX","Texas",48279,"Lamb",34.0665,-102.5243
"McLean","TX","Texas",48179,"Gray",35.2324,-100.6001
"Carrizo Hill","TX","Texas",48127,"Dimmit",28.5032,-99.8294
"Anton","TX","Texas",48219,"Hockley",33.8113,-102.1622
"Natalia","TX","Texas",48325,"Medina",29.1876,-98.8524
"Muniz","TX","Texas",48215,"Hidalgo",26.2578,-98.0897
"Elmo","TX","Texas",48257,"Kaufman",32.7315,-96.1589
"Seco Mines","TX","Texas",48323,"Maverick",28.7467,-100.5027
"Las Quintas Fronterizas","TX","Texas",48323,"Maverick",28.6897,-100.4679
"Louise","TX","Texas",48481,"Wharton",29.1118,-96.4123
"Pleasant Hill","TX","Texas",48373,"Polk",31.0033,-94.7936
"Maypearl","TX","Texas",48139,"Ellis",32.3141,-97.0051
"Van Vleck","TX","Texas",48321,"Matagorda",29.0278,-95.88
"Omaha","TX","Texas",48343,"Morris",33.182,-94.7402
"Coldspring","TX","Texas",48407,"San Jacinto",30.5898,-95.1307
"Tioga","TX","Texas",48181,"Grayson",33.4728,-96.9186
"Bogata","TX","Texas",48387,"Red River",33.4699,-95.2136
"Ricardo","TX","Texas",48273,"Kleberg",27.4186,-97.8476
"Jamaica Beach","TX","Texas",48167,"Galveston",29.1904,-94.98
"China","TX","Texas",48245,"Jefferson",30.0522,-94.3331
"Dawson","TX","Texas",48349,"Navarro",31.8941,-96.7151
"Wink","TX","Texas",48495,"Winkler",31.7545,-103.1541
"Waelder","TX","Texas",48177,"Gonzales",29.6943,-97.2972
"North Pearsall","TX","Texas",48163,"Frio",28.9216,-99.095
"Camp Wood","TX","Texas",48385,"Real",29.6691,-100.0108
"Lorenzo","TX","Texas",48107,"Crosby",33.6703,-101.5361
"St. Paul","TX","Texas",48085,"Collin",33.0437,-96.5504
"Redwater","TX","Texas",48037,"Bowie",33.3585,-94.2551
"Sunrise Beach Village","TX","Texas",48299,"Llano",30.5862,-98.4187
"Fort Davis","TX","Texas",48243,"Jeff Davis",30.5789,-103.8946
"Mertzon","TX","Texas",48235,"Irion",31.262,-100.8208
"Westminster","TX","Texas",48085,"Collin",33.3649,-96.4598
"East Mountain","TX","Texas",48459,"Upshur",32.6008,-94.8525
"La Vernia","TX","Texas",48493,"Wilson",29.3542,-98.1219
"Hilshire Village","TX","Texas",48201,"Harris",29.7908,-95.4885
"Fort Hancock","TX","Texas",48229,"Hudspeth",31.2837,-105.8446
"Chilton","TX","Texas",48145,"Falls",31.2848,-97.0607
"East Tawakoni","TX","Texas",48379,"Rains",32.9011,-95.9397
"Geronimo","TX","Texas",48187,"Guadalupe",29.6728,-97.9686
"Markham","TX","Texas",48321,"Matagorda",28.9627,-96.0645
"Arroyo Colorado Estates","TX","Texas",48061,"Cameron",26.1864,-97.6114
"Tiki Island","TX","Texas",48167,"Galveston",29.298,-94.9159
"Crawford","TX","Texas",48309,"McLennan",31.5382,-97.4465
"Point Blank","TX","Texas",48407,"San Jacinto",30.7473,-95.2163
"Centerville","TX","Texas",48289,"Leon",31.2583,-95.9794
"La Pryor","TX","Texas",48507,"Zavala",28.9487,-99.8483
"Canyon Creek","TX","Texas",48221,"Hood",32.3927,-97.7405
"Celeste","TX","Texas",48231,"Hunt",33.2896,-96.1945
"Ector","TX","Texas",48147,"Fannin",33.5793,-96.2731
"Beasley","TX","Texas",48157,"Fort Bend",29.4952,-95.9154
"Sand Springs","TX","Texas",48227,"Howard",32.2795,-101.3496
"Coolidge","TX","Texas",48293,"Limestone",31.7514,-96.6523
"Knox City","TX","Texas",48275,"Knox",33.4176,-99.8158
"South Point","TX","Texas",48061,"Cameron",25.8729,-97.383
"Savoy","TX","Texas",48147,"Fannin",33.5999,-96.3662
"Earth","TX","Texas",48279,"Lamb",34.2338,-102.4091
"New Hope","TX","Texas",48085,"Collin",33.2116,-96.5635
"Lakeside City","TX","Texas",48009,"Archer",33.8292,-98.5403
"Campbell","TX","Texas",48231,"Hunt",33.1483,-95.9532
"Meadow","TX","Texas",48445,"Terry",33.3377,-102.2058
"Clint","TX","Texas",48141,"El Paso",31.5901,-106.2289
"Mi Ranchito Estate","TX","Texas",48427,"Starr",26.3878,-98.8733
"White Deer","TX","Texas",48065,"Carson",35.4332,-101.1751
"Rice Tracts","TX","Texas",48061,"Cameron",26.0573,-97.6261
"Holiday Lakes","TX","Texas",48039,"Brazoria",29.2083,-95.5146
"Frost","TX","Texas",48349,"Navarro",32.0788,-96.8084
"Log Cabin","TX","Texas",48213,"Henderson",32.223,-96.0223
"Tom Bean","TX","Texas",48181,"Grayson",33.52,-96.4844
"Rocksprings","TX","Texas",48137,"Edwards",30.0172,-100.2128
"Olmito","TX","Texas",48061,"Cameron",26.0233,-97.5379
"Clarksville City","TX","Texas",48183,"Gregg",32.5329,-94.8946
"Milford","TX","Texas",48139,"Ellis",32.1214,-96.9498
"Falcon Lake Estates","TX","Texas",48505,"Zapata",26.8719,-99.2584
"Coyote Acres","TX","Texas",48249,"Jim Wells",27.7132,-98.1346
"Moulton","TX","Texas",48285,"Lavaca",29.5723,-97.1465
"Trinidad","TX","Texas",48213,"Henderson",32.1562,-96.1054
"Callender Lake","TX","Texas",48467,"Van Zandt",32.3675,-95.6983
"Cut and Shoot","TX","Texas",48339,"Montgomery",30.3403,-95.354
"Thrall","TX","Texas",48491,"Williamson",30.5882,-97.2977
"Coahoma","TX","Texas",48227,"Howard",32.2956,-101.3089
"Groveton","TX","Texas",48455,"Trinity",31.0572,-95.1268
"Beauxart Gardens","TX","Texas",48245,"Jefferson",29.9585,-94.0354
"Petersburg","TX","Texas",48189,"Hale",33.871,-101.5974
"Roby","TX","Texas",48151,"Fisher",32.746,-100.3795
"Dennis","TX","Texas",48367,"Parker",32.6057,-97.9359
"Valley View","TX","Texas",48097,"Cooke",33.4859,-97.1601
"Lasara","TX","Texas",48489,"Willacy",26.4635,-97.9087
"Deport","TX","Texas",48277,"Lamar",33.5291,-95.3174
"Sanderson","TX","Texas",48443,"Terrell",30.1508,-102.4079
"Grangerland","TX","Texas",48339,"Montgomery",30.2539,-95.3301
"Hill Country Village","TX","Texas",48029,"Bexar",29.5831,-98.4893
"Wells","TX","Texas",48073,"Cherokee",31.4916,-94.9473
"Warren","TX","Texas",48457,"Tyler",30.6127,-94.4105
"Solis","TX","Texas",48061,"Cameron",26.1708,-97.844
"La Tina Ranch","TX","Texas",48061,"Cameron",26.2031,-97.4764
"Lott","TX","Texas",48145,"Falls",31.206,-97.0334
"McKinney Acres","TX","Texas",48003,"Andrews",32.2963,-102.5298
"Beckville","TX","Texas",48365,"Panola",32.2436,-94.4561
"Simonton","TX","Texas",48157,"Fort Bend",29.6824,-95.991
"Normangee","TX","Texas",48289,"Leon",31.03,-96.1161
"Ladonia","TX","Texas",48147,"Fannin",33.4283,-95.9482
"Los Indios","TX","Texas",48061,"Cameron",26.0493,-97.7351
"New Berlin","TX","Texas",48187,"Guadalupe",29.4892,-98.1094
"Cushing","TX","Texas",48347,"Nacogdoches",31.8126,-94.8412
"Reid Hope King","TX","Texas",48061,"Cameron",25.9227,-97.4141
"Avery","TX","Texas",48387,"Red River",33.5521,-94.7803
"St. Jo","TX","Texas",48337,"Montague",33.695,-97.5231
"Annetta South","TX","Texas",48367,"Parker",32.6743,-97.6482
"Pine Harbor","TX","Texas",48315,"Marion",32.7716,-94.4992
"Knippa","TX","Texas",48463,"Uvalde",29.3076,-99.6329
"Cumby","TX","Texas",48223,"Hopkins",33.1354,-95.8394
"Westover Hills","TX","Texas",48439,"Tarrant",32.7437,-97.4123
"O'Donnell","TX","Texas",48305,"Lynn",32.9652,-101.8309
"Bryson","TX","Texas",48237,"Jack",33.1636,-98.3894
"Volente","TX","Texas",48453,"Travis",30.4454,-97.908
"Matador","TX","Texas",48345,"Motley",34.015,-100.8211
"Golinda","TX","Texas",48145,"Falls",31.3715,-97.0765
"Bremond","TX","Texas",48395,"Robertson",31.1657,-96.676
"Pendleton","TX","Texas",48027,"Bell",31.1953,-97.3368
"South La Paloma","TX","Texas",48249,"Jim Wells",27.8947,-97.9685
"Blooming Grove","TX","Texas",48349,"Navarro",32.0924,-96.7173
"Ingleside on the Bay","TX","Texas",48409,"San Patricio",27.8303,-97.2211
"Walnut Springs","TX","Texas",48035,"Bosque",32.0562,-97.7507
"Sabinal","TX","Texas",48463,"Uvalde",29.3214,-99.4696
"Sherwood Shores","TX","Texas",48181,"Grayson",33.8478,-96.8147
"Jewett","TX","Texas",48289,"Leon",31.3627,-96.1455
"Briaroaks","TX","Texas",48251,"Johnson",32.4958,-97.3033
"Detroit","TX","Texas",48387,"Red River",33.6601,-95.2665
"Niederwald","TX","Texas",48209,"Hays",30.0038,-97.7532
"Thunderbird Bay","TX","Texas",48049,"Brown",31.9087,-99.0207
"New Chapel Hill","TX","Texas",48423,"Smith",32.3011,-95.1674
"El Refugio","TX","Texas",48427,"Starr",26.3406,-98.7589
"Fairchilds","TX","Texas",48157,"Fort Bend",29.4399,-95.7765
"Driscoll","TX","Texas",48355,"Nueces",27.673,-97.751
"Lake Colorado City","TX","Texas",48335,"Mitchell",32.3491,-100.9375
"North San Pedro","TX","Texas",48355,"Nueces",27.8027,-97.682
"Kress","TX","Texas",48437,"Swisher",34.3658,-101.7484
"Spur","TX","Texas",48125,"Dickens",33.4703,-100.8556
"Wildwood","TX","Texas",48199,"Hardin",30.5256,-94.4456
"Rising Star","TX","Texas",48133,"Eastland",32.0976,-98.9665
"Trenton","TX","Texas",48147,"Fannin",33.4272,-96.3409
"Joaquin","TX","Texas",48419,"Shelby",31.9659,-94.0504
"Falls City","TX","Texas",48255,"Karnes",28.9822,-98.0217
"Oak Grove","TX","Texas",48257,"Kaufman",32.5327,-96.3186
"Tuscola","TX","Texas",48441,"Taylor",32.2115,-99.7983
"Union Grove","TX","Texas",48459,"Upshur",32.5798,-94.9095
"Colmesneil","TX","Texas",48457,"Tyler",30.9097,-94.4221
"Grey Forest","TX","Texas",48029,"Bexar",29.6171,-98.6835
"Lolita","TX","Texas",48239,"Jackson",28.8326,-96.5388
"Hilltop Lakes","TX","Texas",48289,"Leon",31.0755,-96.1915
"Silverton","TX","Texas",48045,"Briscoe",34.4714,-101.304
"Graford","TX","Texas",48363,"Palo Pinto",32.9374,-98.2474
"Valle Vista","TX","Texas",48427,"Starr",26.316,-98.6547
"Asherton","TX","Texas",48127,"Dimmit",28.4461,-99.7604
"San Perlita","TX","Texas",48489,"Willacy",26.501,-97.6397
"Hardin","TX","Texas",48291,"Liberty",30.1493,-94.7377
"Lake Medina Shores","TX","Texas",48019,"Bandera",29.6383,-98.9869
"Lake City","TX","Texas",48409,"San Patricio",28.0821,-97.8828
"Zavalla","TX","Texas",48005,"Angelina",31.1584,-94.418
"Oakwood","TX","Texas",48289,"Leon",31.5848,-95.8498
"Blue Berry Hill","TX","Texas",48025,"Bee",28.3855,-97.7921
"Indian Springs","TX","Texas",48373,"Polk",30.6879,-94.7449
"Bardwell","TX","Texas",48139,"Ellis",32.2671,-96.6955
"Hillcrest","TX","Texas",48039,"Brazoria",29.3924,-95.2233
"Newcastle","TX","Texas",48503,"Young",33.1951,-98.7436
"Sierra Blanca","TX","Texas",48229,"Hudspeth",31.1835,-105.3395
"Riviera","TX","Texas",48273,"Kleberg",27.2993,-97.7997
"Kosse","TX","Texas",48293,"Limestone",31.307,-96.6292
"Lometa","TX","Texas",48281,"Lampasas",31.2168,-98.3924
"La Paloma-Lost Creek","TX","Texas",48355,"Nueces",27.7195,-97.7392
"La Puerta","TX","Texas",48427,"Starr",26.3468,-98.7505
"Oak Ridge","TX","Texas",48257,"Kaufman",32.6478,-96.2596
"Los Ebanos","TX","Texas",48427,"Starr",26.4114,-98.9185
"Kenefick","TX","Texas",48291,"Liberty",30.1069,-94.8502
"Wickett","TX","Texas",48475,"Ward",31.5673,-103.006
"Surfside Beach","TX","Texas",48039,"Brazoria",28.9559,-95.2836
"Buchanan Lake Village","TX","Texas",48299,"Llano",30.8565,-98.4378
"Lake Tanglewood","TX","Texas",48381,"Randall",35.057,-101.7817
"Santa Clara","TX","Texas",48187,"Guadalupe",29.5911,-98.1614
"Burke","TX","Texas",48005,"Angelina",31.2345,-94.7665
"Glidden","TX","Texas",48089,"Colorado",29.6976,-96.5907
"Happy","TX","Texas",48437,"Swisher",34.7416,-101.8572
"Bailey's Prairie","TX","Texas",48039,"Brazoria",29.1527,-95.4977
"Tivoli","TX","Texas",48391,"Refugio",28.4608,-96.8915
"Horseshoe Bend","TX","Texas",48367,"Parker",32.5752,-97.8782
"Pettus","TX","Texas",48025,"Bee",28.6156,-97.8121
"Riverside","TX","Texas",48471,"Walker",30.8472,-95.3984
"Como","TX","Texas",48223,"Hopkins",33.0601,-95.4757
"Retreat","TX","Texas",48349,"Navarro",32.0507,-96.4787
"Mountain City","TX","Texas",48209,"Hays",30.0392,-97.8915
"Pueblo Nuevo","TX","Texas",48479,"Webb",27.4939,-99.3099
"Throckmorton","TX","Texas",48447,"Throckmorton",33.182,-99.1797
"New Summerfield","TX","Texas",48073,"Cherokee",31.9807,-95.115
"Chula Vista","TX","Texas",48507,"Zavala",28.6563,-99.8077
"Leary","TX","Texas",48037,"Bowie",33.469,-94.219
"Nina","TX","Texas",48427,"Starr",26.2811,-98.581
"Pecan Hill","TX","Texas",48139,"Ellis",32.4907,-96.7813
"Kurten","TX","Texas",48041,"Brazos",30.7895,-96.2758
"Stagecoach","TX","Texas",48339,"Montgomery",30.1438,-95.7079
"Rule","TX","Texas",48207,"Haskell",33.1819,-99.8933
"Santa Maria","TX","Texas",48061,"Cameron",26.0767,-97.8465
"Strawn","TX","Texas",48363,"Palo Pinto",32.551,-98.4979
"Big Thicket Lake Estates","TX","Texas",48291,"Liberty",30.4874,-94.7679
"D'Hanis","TX","Texas",48325,"Medina",29.3305,-99.2753
"Lakewood Village","TX","Texas",48121,"Denton",33.1379,-96.9751
"Carlsbad","TX","Texas",48451,"Tom Green",31.6112,-100.6406
"Lovelady","TX","Texas",48225,"Houston",31.1279,-95.4456
"Linn","TX","Texas",48215,"Hidalgo",26.5662,-98.1298
"Flat","TX","Texas",48099,"Coryell",31.3093,-97.6242
"Road Runner","TX","Texas",48097,"Cooke",33.483,-97.0849
"Bayview","TX","Texas",48061,"Cameron",26.1327,-97.3974
"Payne Springs","TX","Texas",48213,"Henderson",32.2872,-96.0892
"Crowell","TX","Texas",48155,"Foard",33.9839,-99.7241
"Stockton Bend","TX","Texas",48221,"Hood",32.475,-97.7611
"Lone Oak","TX","Texas",48231,"Hunt",32.9961,-95.9406
"Loraine","TX","Texas",48335,"Mitchell",32.4087,-100.7125
"Pattison","TX","Texas",48473,"Waller",29.8184,-95.9765
"Chireno","TX","Texas",48347,"Nacogdoches",31.4989,-94.3459
"Annetta North","TX","Texas",48367,"Parker",32.7193,-97.6722
"Plum","TX","Texas",48149,"Fayette",29.9324,-96.9812
"San Ygnacio","TX","Texas",48505,"Zapata",27.048,-99.4321
"Garza-Salinas II","TX","Texas",48427,"Starr",26.3518,-98.7595
"Roxton","TX","Texas",48277,"Lamar",33.5453,-95.7248
"Nocona Hills","TX","Texas",48337,"Montague",33.8524,-97.6435
"Cross Timber","TX","Texas",48251,"Johnson",32.4832,-97.3259
"Talco","TX","Texas",48449,"Titus",33.3628,-95.1034
"Scurry","TX","Texas",48257,"Kaufman",32.5125,-96.3846
"Milano","TX","Texas",48331,"Milam",30.7083,-96.8593
"Post Oak Bend City","TX","Texas",48257,"Kaufman",32.633,-96.3186
"Sandy Hollow-Escondidas","TX","Texas",48355,"Nueces",27.9452,-97.8061
"Plantersville","TX","Texas",48185,"Grimes",30.3321,-95.8629
"Olivia Lopez de Gutierrez","TX","Texas",48427,"Starr",26.3276,-98.7167
"Brazos Country","TX","Texas",48015,"Austin",29.7541,-96.0416
"Buffalo Springs","TX","Texas",48303,"Lubbock",33.5327,-101.7077
"Oglesby","TX","Texas",48099,"Coryell",31.4187,-97.5113
"Orason","TX","Texas",48061,"Cameron",26.0742,-97.4458
"Buckholts","TX","Texas",48331,"Milam",30.874,-97.1289
"Sunset Valley","TX","Texas",48453,"Travis",30.2258,-97.8158
"Snook","TX","Texas",48051,"Burleson",30.4907,-96.467
"Fruitvale","TX","Texas",48467,"Van Zandt",32.6834,-95.8036
